"","Date","Time","Origin","PAR","Date_Time","X","Treatment"
"1",2021-01-08,"01:30:00","Slope",0,2021-01-08 01:30:00,NA,NA
"2",2021-01-08,"01:30:00","Flat",0,2021-01-08 01:30:00,NA,NA
"3",2021-01-08,"02:00:00","Slope",0,2021-01-08 02:00:00,NA,NA
"4",2021-01-08,"02:00:00","Flat",0,2021-01-08 02:00:00,NA,NA
"5",2021-01-08,"02:30:00","Slope",0,2021-01-08 02:30:00,NA,NA
"6",2021-01-08,"02:30:00","Flat",0,2021-01-08 02:30:00,NA,NA
"7",2021-01-08,"03:00:00","Slope",0,2021-01-08 03:00:00,NA,NA
"8",2021-01-08,"03:00:00","Flat",0,2021-01-08 03:00:00,NA,NA
"9",2021-01-08,"03:30:00","Slope",0,2021-01-08 03:30:00,NA,NA
"10",2021-01-08,"03:30:00","Flat",0,2021-01-08 03:30:00,NA,NA
"11",2021-01-08,"04:00:00","Slope",0,2021-01-08 04:00:00,NA,NA
"12",2021-01-08,"04:00:00","Flat",0,2021-01-08 04:00:00,NA,NA
"13",2021-01-08,"04:30:00","Slope",0,2021-01-08 04:30:00,NA,NA
"14",2021-01-08,"04:30:00","Flat",0,2021-01-08 04:30:00,NA,NA
"15",2021-01-08,"05:00:00","Slope",0,2021-01-08 05:00:00,NA,NA
"16",2021-01-08,"05:00:00","Flat",0,2021-01-08 05:00:00,NA,NA
"17",2021-01-08,"05:00:00","Flat",0.027416667,2021-01-08 05:00:00,NA,NA
"18",2021-01-08,"05:30:00","Slope",5.782,2021-01-08 05:30:00,NA,NA
"19",2021-01-08,"05:30:00","Slope",5.842,2021-01-08 05:30:00,NA,NA
"20",2021-01-08,"05:30:00","Flat",7.567,2021-01-08 05:30:00,NA,NA
"21",2021-01-08,"05:30:00","Flat",8.2915,2021-01-08 05:30:00,NA,NA
"22",2021-01-08,"06:00:00","Slope",44.5745,2021-01-08 06:00:00,NA,NA
"23",2021-01-08,"06:00:00","Slope",46.4185,2021-01-08 06:00:00,NA,NA
"24",2021-01-08,"06:00:00","Flat",55.46391667,2021-01-08 06:00:00,NA,NA
"25",2021-01-08,"06:00:00","Flat",60.33475,2021-01-08 06:00:00,NA,NA
"26",2021-01-08,"06:30:00","Slope",49.383,2021-01-08 06:30:00,NA,NA
"27",2021-01-08,"06:30:00","Slope",50.06975,2021-01-08 06:30:00,NA,NA
"28",2021-01-08,"06:30:00","Flat",62.75675,2021-01-08 06:30:00,NA,NA
"29",2021-01-08,"06:30:00","Flat",69.43125,2021-01-08 06:30:00,NA,NA
"30",2021-01-08,"07:00:00","Slope",117.587,2021-01-08 07:00:00,NA,NA
"31",2021-01-08,"07:00:00","Slope",119.761,2021-01-08 07:00:00,NA,NA
"32",2021-01-08,"07:00:00","Flat",169.7365833,2021-01-08 07:00:00,NA,NA
"33",2021-01-08,"07:00:00","Flat",187.0015,2021-01-08 07:00:00,NA,NA
"34",2021-01-08,"07:30:00","Slope",213.1965,2021-01-08 07:30:00,NA,NA
"35",2021-01-08,"07:30:00","Slope",219.10675,2021-01-08 07:30:00,NA,NA
"36",2021-01-08,"07:30:00","Flat",281.5965833,2021-01-08 07:30:00,NA,NA
"37",2021-01-08,"07:30:00","Flat",310.0055,2021-01-08 07:30:00,NA,NA
"38",2021-01-08,"08:00:00","Slope",347.2445,2021-01-08 08:00:00,NA,NA
"39",2021-01-08,"08:00:00","Slope",371.50675,2021-01-08 08:00:00,NA,NA
"40",2021-01-08,"08:00:00","Flat",444.0403333,2021-01-08 08:00:00,NA,NA
"41",2021-01-08,"08:00:00","Flat",485.898,2021-01-08 08:00:00,NA,NA
"42",2021-01-08,"08:30:00","Slope",582.5955,2021-01-08 08:30:00,NA,NA
"43",2021-01-08,"08:30:00","Slope",641.1595,2021-01-08 08:30:00,NA,NA
"44",2021-01-08,"08:30:00","Flat",778.414,2021-01-08 08:30:00,NA,NA
"45",2021-01-08,"08:30:00","Flat",849.275,2021-01-08 08:30:00,NA,NA
"46",2021-01-08,"09:00:00","Slope",642.5985,2021-01-08 09:00:00,NA,NA
"47",2021-01-08,"09:00:00","Slope",701.167,2021-01-08 09:00:00,NA,NA
"48",2021-01-08,"09:00:00","Flat",939.295,2021-01-08 09:00:00,NA,NA
"49",2021-01-08,"09:00:00","Flat",1026.214,2021-01-08 09:00:00,NA,NA
"50",2021-01-08,"09:30:00","Slope",715.7585,2021-01-08 09:30:00,NA,NA
"51",2021-01-08,"09:30:00","Slope",772.69975,2021-01-08 09:30:00,NA,NA
"52",2021-01-08,"09:30:00","Flat",1064.1505,2021-01-08 09:30:00,NA,NA
"53",2021-01-08,"09:30:00","Flat",1169.62475,2021-01-08 09:30:00,NA,NA
"54",2021-01-08,"10:00:00","Slope",837.682,2021-01-08 10:00:00,NA,NA
"55",2021-01-08,"10:00:00","Slope",882.5865,2021-01-08 10:00:00,NA,NA
"56",2021-01-08,"10:00:00","Flat",1098.11975,2021-01-08 10:00:00,NA,NA
"57",2021-01-08,"10:00:00","Flat",1218.24675,2021-01-08 10:00:00,NA,NA
"58",2021-01-08,"10:30:00","Slope",661.4195,2021-01-08 10:30:00,NA,NA
"59",2021-01-08,"10:30:00","Slope",669.63925,2021-01-08 10:30:00,NA,NA
"60",2021-01-08,"10:30:00","Flat",970.2758333,2021-01-08 10:30:00,NA,NA
"61",2021-01-08,"10:30:00","Flat",1095.40375,2021-01-08 10:30:00,NA,NA
"62",2021-01-08,"11:00:00","Slope",951.6995,2021-01-08 11:00:00,NA,NA
"63",2021-01-08,"11:00:00","Slope",964.946,2021-01-08 11:00:00,NA,NA
"64",2021-01-08,"11:00:00","Flat",1249.542,2021-01-08 11:00:00,NA,NA
"65",2021-01-08,"11:00:00","Flat",1408.70975,2021-01-08 11:00:00,NA,NA
"66",2021-01-08,"11:30:00","Slope",885.4425,2021-01-08 11:30:00,NA,NA
"67",2021-01-08,"11:30:00","Slope",899.0965,2021-01-08 11:30:00,NA,NA
"68",2021-01-08,"11:30:00","Flat",1277.75375,2021-01-08 11:30:00,NA,NA
"69",2021-01-08,"11:30:00","Flat",1445.0555,2021-01-08 11:30:00,NA,NA
"70",2021-01-08,"12:00:00","Slope",688.9135,2021-01-08 12:00:00,NA,NA
"71",2021-01-08,"12:00:00","Slope",692.43575,2021-01-08 12:00:00,NA,NA
"72",2021-01-08,"12:00:00","Flat",930.8780833,2021-01-08 12:00:00,NA,NA
"73",2021-01-08,"12:00:00","Flat",1055.95875,2021-01-08 12:00:00,NA,NA
"74",2021-01-08,"12:30:00","Slope",873.3155,2021-01-08 12:30:00,NA,NA
"75",2021-01-08,"12:30:00","Slope",873.908,2021-01-08 12:30:00,NA,NA
"76",2021-01-08,"12:30:00","Flat",1306.70575,2021-01-08 12:30:00,NA,NA
"77",2021-01-08,"12:30:00","Flat",1477.336,2021-01-08 12:30:00,NA,NA
"78",2021-01-08,"13:00:00","Slope",615.34675,2021-01-08 13:00:00,NA,NA
"79",2021-01-08,"13:00:00","Slope",624.1905,2021-01-08 13:00:00,NA,NA
"80",2021-01-08,"13:00:00","Flat",913.87975,2021-01-08 13:00:00,NA,NA
"81",2021-01-08,"13:00:00","Flat",1029.756,2021-01-08 13:00:00,NA,NA
"82",2021-01-08,"13:30:00","Slope",473.9005,2021-01-08 13:30:00,NA,NA
"83",2021-01-08,"13:30:00","Slope",480.791,2021-01-08 13:30:00,NA,NA
"84",2021-01-08,"13:30:00","Flat",651.50225,2021-01-08 13:30:00,NA,NA
"85",2021-01-08,"13:30:00","Flat",727.4785,2021-01-08 13:30:00,NA,NA
"86",2021-01-08,"14:00:00","Slope",581.3425,2021-01-08 14:00:00,NA,NA
"87",2021-01-08,"14:00:00","Slope",600.089,2021-01-08 14:00:00,NA,NA
"88",2021-01-08,"14:00:00","Flat",729.9139167,2021-01-08 14:00:00,NA,NA
"89",2021-01-08,"14:00:00","Flat",817.3165,2021-01-08 14:00:00,NA,NA
"90",2021-01-08,"14:30:00","Slope",448.2465,2021-01-08 14:30:00,NA,NA
"91",2021-01-08,"14:30:00","Slope",466.277,2021-01-08 14:30:00,NA,NA
"92",2021-01-08,"14:30:00","Flat",653.5859167,2021-01-08 14:30:00,NA,NA
"93",2021-01-08,"14:30:00","Flat",732.3085,2021-01-08 14:30:00,NA,NA
"94",2021-01-08,"15:00:00","Slope",364.109,2021-01-08 15:00:00,NA,NA
"95",2021-01-08,"15:00:00","Slope",373.1455,2021-01-08 15:00:00,NA,NA
"96",2021-01-08,"15:00:00","Flat",520.3683333,2021-01-08 15:00:00,NA,NA
"97",2021-01-08,"15:00:00","Flat",582.659,2021-01-08 15:00:00,NA,NA
"98",2021-01-08,"15:30:00","Slope",291.43325,2021-01-08 15:30:00,NA,NA
"99",2021-01-08,"15:30:00","Slope",298.1565,2021-01-08 15:30:00,NA,NA
"100",2021-01-08,"15:30:00","Flat",373.8810833,2021-01-08 15:30:00,NA,NA
"101",2021-01-08,"15:30:00","Flat",415.25925,2021-01-08 15:30:00,NA,NA
"102",2021-01-08,"16:00:00","Slope",256.6035,2021-01-08 16:00:00,NA,NA
"103",2021-01-08,"16:00:00","Slope",264.0545,2021-01-08 16:00:00,NA,NA
"104",2021-01-08,"16:00:00","Flat",333.606,2021-01-08 16:00:00,NA,NA
"105",2021-01-08,"16:00:00","Flat",370.8635,2021-01-08 16:00:00,NA,NA
"106",2021-01-08,"16:30:00","Slope",133.69925,2021-01-08 16:30:00,NA,NA
"107",2021-01-08,"16:30:00","Slope",136.113,2021-01-08 16:30:00,NA,NA
"108",2021-01-08,"16:30:00","Flat",170.4494167,2021-01-08 16:30:00,NA,NA
"109",2021-01-08,"16:30:00","Flat",188.32975,2021-01-08 16:30:00,NA,NA
"110",2021-01-08,"17:00:00","Slope",110.83925,2021-01-08 17:00:00,NA,NA
"111",2021-01-08,"17:00:00","Slope",113.3685,2021-01-08 17:00:00,NA,NA
"112",2021-01-08,"17:00:00","Flat",152.0254167,2021-01-08 17:00:00,NA,NA
"113",2021-01-08,"17:00:00","Flat",167.15825,2021-01-08 17:00:00,NA,NA
"114",2021-01-08,"17:30:00","Slope",63.91275,2021-01-08 17:30:00,NA,NA
"115",2021-01-08,"17:30:00","Slope",65.254,2021-01-08 17:30:00,NA,NA
"116",2021-01-08,"17:30:00","Flat",99.79666667,2021-01-08 17:30:00,NA,NA
"117",2021-01-08,"17:30:00","Flat",109.84225,2021-01-08 17:30:00,NA,NA
"118",2021-01-08,"18:00:00","Slope",27.686,2021-01-08 18:00:00,NA,NA
"119",2021-01-08,"18:00:00","Slope",28.1725,2021-01-08 18:00:00,NA,NA
"120",2021-01-08,"18:00:00","Flat",40.11058333,2021-01-08 18:00:00,NA,NA
"121",2021-01-08,"18:00:00","Flat",44.07375,2021-01-08 18:00:00,NA,NA
"122",2021-01-08,"18:30:00","Slope",12.85875,2021-01-08 18:30:00,NA,NA
"123",2021-01-08,"18:30:00","Slope",13.039,2021-01-08 18:30:00,NA,NA
"124",2021-01-08,"18:30:00","Flat",16.34033333,2021-01-08 18:30:00,NA,NA
"125",2021-01-08,"18:30:00","Flat",17.83075,2021-01-08 18:30:00,NA,NA
"126",2021-01-08,"19:00:00","Slope",2.7305,2021-01-08 19:00:00,NA,NA
"127",2021-01-08,"19:00:00","Slope",2.7435,2021-01-08 19:00:00,NA,NA
"128",2021-01-08,"19:00:00","Flat",3.728666667,2021-01-08 19:00:00,NA,NA
"129",2021-01-08,"19:00:00","Flat",4.06525,2021-01-08 19:00:00,NA,NA
"130",2021-01-08,"19:30:00","Slope",0,2021-01-08 19:30:00,NA,NA
"131",2021-01-08,"19:30:00","Flat",0,2021-01-08 19:30:00,NA,NA
"132",2021-01-08,"19:30:00","Flat",0.027416667,2021-01-08 19:30:00,NA,NA
"133",2021-01-08,"20:00:00","Slope",0,2021-01-08 20:00:00,NA,NA
"134",2021-01-08,"20:00:00","Flat",0,2021-01-08 20:00:00,NA,NA
"135",2021-01-08,"20:30:00","Slope",0,2021-01-08 20:30:00,NA,NA
"136",2021-01-08,"20:30:00","Flat",0,2021-01-08 20:30:00,NA,NA
"137",2021-01-08,"21:00:00","Slope",0,2021-01-08 21:00:00,NA,NA
"138",2021-01-08,"21:00:00","Flat",0,2021-01-08 21:00:00,NA,NA
"139",2021-01-08,"21:30:00","Slope",0,2021-01-08 21:30:00,NA,NA
"140",2021-01-08,"21:30:00","Flat",0,2021-01-08 21:30:00,NA,NA
"141",2021-01-08,"22:00:00","Slope",0,2021-01-08 22:00:00,NA,NA
"142",2021-01-08,"22:00:00","Flat",0,2021-01-08 22:00:00,NA,NA
"143",2021-01-08,"22:30:00","Slope",0,2021-01-08 22:30:00,NA,NA
"144",2021-01-08,"22:30:00","Flat",0,2021-01-08 22:30:00,NA,NA
"145",2021-01-08,"23:00:00","Slope",0,2021-01-08 23:00:00,NA,NA
"146",2021-01-08,"23:00:00","Flat",0,2021-01-08 23:00:00,NA,NA
"147",2021-01-08,"23:30:00","Slope",0,2021-01-08 23:30:00,NA,NA
"148",2021-01-08,"23:30:00","Flat",0,2021-01-08 23:30:00,NA,NA
"149",2021-01-08,"24:00:00","Slope",0,2021-01-09 00:00:00,NA,NA
"150",2021-01-08,"24:00:00","Flat",0,2021-01-09 00:00:00,NA,NA
"151",2021-01-09,"00:30:00","Slope",0,2021-01-09 00:30:00,NA,NA
"152",2021-01-09,"00:30:00","Flat",0,2021-01-09 00:30:00,NA,NA
"153",2021-01-09,"01:00:00","Slope",0,2021-01-09 01:00:00,NA,NA
"154",2021-01-09,"01:00:00","Flat",0,2021-01-09 01:00:00,NA,NA
"155",2021-01-09,"01:30:00","Slope",0,2021-01-09 01:30:00,NA,NA
"156",2021-01-09,"01:30:00","Flat",0,2021-01-09 01:30:00,NA,NA
"157",2021-01-09,"02:00:00","Slope",0,2021-01-09 02:00:00,NA,NA
"158",2021-01-09,"02:00:00","Flat",0,2021-01-09 02:00:00,NA,NA
"159",2021-01-09,"02:30:00","Slope",0,2021-01-09 02:30:00,NA,NA
"160",2021-01-09,"02:30:00","Flat",0,2021-01-09 02:30:00,NA,NA
"161",2021-01-09,"03:00:00","Slope",0,2021-01-09 03:00:00,NA,NA
"162",2021-01-09,"03:00:00","Flat",0,2021-01-09 03:00:00,NA,NA
"163",2021-01-09,"03:30:00","Slope",0,2021-01-09 03:30:00,NA,NA
"164",2021-01-09,"03:30:00","Flat",0,2021-01-09 03:30:00,NA,NA
"165",2021-01-09,"04:00:00","Slope",0,2021-01-09 04:00:00,NA,NA
"166",2021-01-09,"04:00:00","Flat",0,2021-01-09 04:00:00,NA,NA
"167",2021-01-09,"04:30:00","Slope",0,2021-01-09 04:30:00,NA,NA
"168",2021-01-09,"04:30:00","Flat",0,2021-01-09 04:30:00,NA,NA
"169",2021-01-09,"05:00:00","Slope",0,2021-01-09 05:00:00,NA,NA
"170",2021-01-09,"05:00:00","Flat",0,2021-01-09 05:00:00,NA,NA
"171",2021-01-09,"05:30:00","Slope",0.9145,2021-01-09 05:30:00,NA,NA
"172",2021-01-09,"05:30:00","Slope",0.92075,2021-01-09 05:30:00,NA,NA
"173",2021-01-09,"05:30:00","Flat",1.590166667,2021-01-09 05:30:00,NA,NA
"174",2021-01-09,"05:30:00","Flat",1.771,2021-01-09 05:30:00,NA,NA
"175",2021-01-09,"06:00:00","Slope",7.20725,2021-01-09 06:00:00,NA,NA
"176",2021-01-09,"06:00:00","Slope",7.257,2021-01-09 06:00:00,NA,NA
"177",2021-01-09,"06:00:00","Flat",14.39375,2021-01-09 06:00:00,NA,NA
"178",2021-01-09,"06:00:00","Flat",16.583,2021-01-09 06:00:00,NA,NA
"179",2021-01-09,"06:30:00","Slope",20.54225,2021-01-09 06:30:00,NA,NA
"180",2021-01-09,"06:30:00","Slope",20.827,2021-01-09 06:30:00,NA,NA
"181",2021-01-09,"06:30:00","Flat",40.22025,2021-01-09 06:30:00,NA,NA
"182",2021-01-09,"06:30:00","Flat",46.48875,2021-01-09 06:30:00,NA,NA
"183",2021-01-09,"07:00:00","Slope",33.4645,2021-01-09 07:00:00,NA,NA
"184",2021-01-09,"07:00:00","Slope",33.925,2021-01-09 07:00:00,NA,NA
"185",2021-01-09,"07:00:00","Flat",61.49558333,2021-01-09 07:00:00,NA,NA
"186",2021-01-09,"07:00:00","Flat",71.0815,2021-01-09 07:00:00,NA,NA
"187",2021-01-09,"07:30:00","Slope",49.62525,2021-01-09 07:30:00,NA,NA
"188",2021-01-09,"07:30:00","Slope",50.386,2021-01-09 07:30:00,NA,NA
"189",2021-01-09,"07:30:00","Flat",95.35516667,2021-01-09 07:30:00,NA,NA
"190",2021-01-09,"07:30:00","Flat",110.3655,2021-01-09 07:30:00,NA,NA
"191",2021-01-09,"08:00:00","Slope",65.024,2021-01-09 08:00:00,NA,NA
"192",2021-01-09,"08:00:00","Slope",65.9915,2021-01-09 08:00:00,NA,NA
"193",2021-01-09,"08:00:00","Flat",99.358,2021-01-09 08:00:00,NA,NA
"194",2021-01-09,"08:00:00","Flat",115.23575,2021-01-09 08:00:00,NA,NA
"195",2021-01-09,"08:30:00","Slope",86.614,2021-01-09 08:30:00,NA,NA
"196",2021-01-09,"08:30:00","Slope",86.966,2021-01-09 08:30:00,NA,NA
"197",2021-01-09,"08:30:00","Flat",130.1469167,2021-01-09 08:30:00,NA,NA
"198",2021-01-09,"08:30:00","Flat",150.9375,2021-01-09 08:30:00,NA,NA
"199",2021-01-09,"09:00:00","Slope",91.7575,2021-01-09 09:00:00,NA,NA
"200",2021-01-09,"09:00:00","Slope",93.5445,2021-01-09 09:00:00,NA,NA
"201",2021-01-09,"09:00:00","Flat",182.5401667,2021-01-09 09:00:00,NA,NA
"202",2021-01-09,"09:00:00","Flat",212.07725,2021-01-09 09:00:00,NA,NA
"203",2021-01-09,"09:30:00","Slope",134.5495,2021-01-09 09:30:00,NA,NA
"204",2021-01-09,"09:30:00","Slope",135.763,2021-01-09 09:30:00,NA,NA
"205",2021-01-09,"09:30:00","Flat",187.28325,2021-01-09 09:30:00,NA,NA
"206",2021-01-09,"09:30:00","Flat",217.55125,2021-01-09 09:30:00,NA,NA
"207",2021-01-09,"10:00:00","Slope",181.6315,2021-01-09 10:00:00,NA,NA
"208",2021-01-09,"10:00:00","Slope",183.134,2021-01-09 10:00:00,NA,NA
"209",2021-01-09,"10:00:00","Flat",250.9173333,2021-01-09 10:00:00,NA,NA
"210",2021-01-09,"10:00:00","Flat",292.2955,2021-01-09 10:00:00,NA,NA
"211",2021-01-09,"10:30:00","Slope",180.009,2021-01-09 10:30:00,NA,NA
"212",2021-01-09,"10:30:00","Slope",181.70525,2021-01-09 10:30:00,NA,NA
"213",2021-01-09,"10:30:00","Flat",220.84125,2021-01-09 10:30:00,NA,NA
"214",2021-01-09,"10:30:00","Flat",257.31825,2021-01-09 10:30:00,NA,NA
"215",2021-01-09,"11:00:00","Slope",247.859,2021-01-09 11:00:00,NA,NA
"216",2021-01-09,"11:00:00","Slope",249.301,2021-01-09 11:00:00,NA,NA
"217",2021-01-09,"11:00:00","Flat",331.0288333,2021-01-09 11:00:00,NA,NA
"218",2021-01-09,"11:00:00","Flat",387.48675,2021-01-09 11:00:00,NA,NA
"219",2021-01-09,"11:30:00","Slope",166.40175,2021-01-09 11:30:00,NA,NA
"220",2021-01-09,"11:30:00","Slope",172.3685,2021-01-09 11:30:00,NA,NA
"221",2021-01-09,"11:30:00","Flat",263.5015833,2021-01-09 11:30:00,NA,NA
"222",2021-01-09,"11:30:00","Flat",308.637,2021-01-09 11:30:00,NA,NA
"223",2021-01-09,"12:00:00","Slope",215.04275,2021-01-09 12:00:00,NA,NA
"224",2021-01-09,"12:00:00","Slope",228.802,2021-01-09 12:00:00,NA,NA
"225",2021-01-09,"12:00:00","Flat",367.9865,2021-01-09 12:00:00,NA,NA
"226",2021-01-09,"12:00:00","Flat",432.3655,2021-01-09 12:00:00,NA,NA
"227",2021-01-09,"12:30:00","Slope",163.703,2021-01-09 12:30:00,NA,NA
"228",2021-01-09,"12:30:00","Slope",199.0955,2021-01-09 12:30:00,NA,NA
"229",2021-01-09,"12:30:00","Flat",389.536,2021-01-09 12:30:00,NA,NA
"230",2021-01-09,"12:30:00","Flat",457.1595,2021-01-09 12:30:00,NA,NA
"231",2021-01-09,"13:00:00","Slope",118.237,2021-01-09 13:00:00,NA,NA
"232",2021-01-09,"13:00:00","Slope",145.7005,2021-01-09 13:00:00,NA,NA
"233",2021-01-09,"13:00:00","Flat",312.4129167,2021-01-09 13:00:00,NA,NA
"234",2021-01-09,"13:00:00","Flat",367.20075,2021-01-09 13:00:00,NA,NA
"235",2021-01-09,"13:30:00","Slope",111.633,2021-01-09 13:30:00,NA,NA
"236",2021-01-09,"13:30:00","Slope",141.246,2021-01-09 13:30:00,NA,NA
"237",2021-01-09,"13:30:00","Flat",255.22175,2021-01-09 13:30:00,NA,NA
"238",2021-01-09,"13:30:00","Flat",299.66125,2021-01-09 13:30:00,NA,NA
"239",2021-01-09,"14:00:00","Slope",77.851,2021-01-09 14:00:00,NA,NA
"240",2021-01-09,"14:00:00","Slope",97.4975,2021-01-09 14:00:00,NA,NA
"241",2021-01-09,"14:00:00","Flat",181.52575,2021-01-09 14:00:00,NA,NA
"242",2021-01-09,"14:00:00","Flat",211.75525,2021-01-09 14:00:00,NA,NA
"243",2021-01-09,"14:30:00","Slope",83.566,2021-01-09 14:30:00,NA,NA
"244",2021-01-09,"14:30:00","Slope",103.958,2021-01-09 14:30:00,NA,NA
"245",2021-01-09,"14:30:00","Flat",187.3929167,2021-01-09 14:30:00,NA,NA
"246",2021-01-09,"14:30:00","Flat",217.55125,2021-01-09 14:30:00,NA,NA
"247",2021-01-09,"15:00:00","Slope",75.59675,2021-01-09 15:00:00,NA,NA
"248",2021-01-09,"15:00:00","Slope",93.869,2021-01-09 15:00:00,NA,NA
"249",2021-01-09,"15:00:00","Flat",161.12775,2021-01-09 15:00:00,NA,NA
"250",2021-01-09,"15:00:00","Flat",186.438,2021-01-09 15:00:00,NA,NA
"251",2021-01-09,"15:30:00","Slope",50.45075,2021-01-09 15:30:00,NA,NA
"252",2021-01-09,"15:30:00","Slope",62.304,2021-01-09 15:30:00,NA,NA
"253",2021-01-09,"15:30:00","Flat",117.5900833,2021-01-09 15:30:00,NA,NA
"254",2021-01-09,"15:30:00","Flat",136.00475,2021-01-09 15:30:00,NA,NA
"255",2021-01-09,"16:00:00","Slope",48.387,2021-01-09 16:00:00,NA,NA
"256",2021-01-09,"16:00:00","Slope",60.121,2021-01-09 16:00:00,NA,NA
"257",2021-01-09,"16:00:00","Flat",110.0230833,2021-01-09 16:00:00,NA,NA
"258",2021-01-09,"16:00:00","Flat",126.868,2021-01-09 16:00:00,NA,NA
"259",2021-01-09,"16:30:00","Slope",41.56075,2021-01-09 16:30:00,NA,NA
"260",2021-01-09,"16:30:00","Slope",52.0085,2021-01-09 16:30:00,NA,NA
"261",2021-01-09,"16:30:00","Flat",93.29891667,2021-01-09 16:30:00,NA,NA
"262",2021-01-09,"16:30:00","Flat",107.7895,2021-01-09 16:30:00,NA,NA
"263",2021-01-09,"17:00:00","Slope",40.92575,2021-01-09 17:00:00,NA,NA
"264",2021-01-09,"17:00:00","Slope",51.035,2021-01-09 17:00:00,NA,NA
"265",2021-01-09,"17:00:00","Flat",76.71183333,2021-01-09 17:00:00,NA,NA
"266",2021-01-09,"17:00:00","Flat",88.59025,2021-01-09 17:00:00,NA,NA
"267",2021-01-09,"17:30:00","Slope",17.78,2021-01-09 17:30:00,NA,NA
"268",2021-01-09,"17:30:00","Slope",21.653,2021-01-09 17:30:00,NA,NA
"269",2021-01-09,"17:30:00","Flat",38.95908333,2021-01-09 17:30:00,NA,NA
"270",2021-01-09,"17:30:00","Flat",45.03975,2021-01-09 17:30:00,NA,NA
"271",2021-01-09,"18:00:00","Slope",6.76275,2021-01-09 18:00:00,NA,NA
"272",2021-01-09,"18:00:00","Slope",8.1125,2021-01-09 18:00:00,NA,NA
"273",2021-01-09,"18:00:00","Flat",14.53083333,2021-01-09 18:00:00,NA,NA
"274",2021-01-09,"18:00:00","Flat",16.78425,2021-01-09 18:00:00,NA,NA
"275",2021-01-09,"18:30:00","Slope",2.159,2021-01-09 18:30:00,NA,NA
"276",2021-01-09,"18:30:00","Slope",2.5665,2021-01-09 18:30:00,NA,NA
"277",2021-01-09,"18:30:00","Flat",4.962416667,2021-01-09 18:30:00,NA,NA
"278",2021-01-09,"18:30:00","Flat",5.75575,2021-01-09 18:30:00,NA,NA
"279",2021-01-09,"19:00:00","Slope",0.41275,2021-01-09 19:00:00,NA,NA
"280",2021-01-09,"19:00:00","Slope",0.472,2021-01-09 19:00:00,NA,NA
"281",2021-01-09,"19:00:00","Flat",1.014416667,2021-01-09 19:00:00,NA,NA
"282",2021-01-09,"19:00:00","Flat",1.127,2021-01-09 19:00:00,NA,NA
"283",2021-01-09,"19:30:00","Slope",0,2021-01-09 19:30:00,NA,NA
"284",2021-01-09,"19:30:00","Flat",0,2021-01-09 19:30:00,NA,NA
"285",2021-01-09,"20:00:00","Slope",0,2021-01-09 20:00:00,NA,NA
"286",2021-01-09,"20:00:00","Flat",0,2021-01-09 20:00:00,NA,NA
"287",2021-01-09,"20:30:00","Slope",0,2021-01-09 20:30:00,NA,NA
"288",2021-01-09,"20:30:00","Flat",0,2021-01-09 20:30:00,NA,NA
"289",2021-01-09,"21:00:00","Slope",0,2021-01-09 21:00:00,NA,NA
"290",2021-01-09,"21:00:00","Flat",0,2021-01-09 21:00:00,NA,NA
"291",2021-01-09,"21:30:00","Slope",0,2021-01-09 21:30:00,NA,NA
"292",2021-01-09,"21:30:00","Flat",0,2021-01-09 21:30:00,NA,NA
"293",2021-01-09,"22:00:00","Slope",0,2021-01-09 22:00:00,NA,NA
"294",2021-01-09,"22:00:00","Flat",0,2021-01-09 22:00:00,NA,NA
"295",2021-01-09,"22:30:00","Slope",0,2021-01-09 22:30:00,NA,NA
"296",2021-01-09,"22:30:00","Flat",0,2021-01-09 22:30:00,NA,NA
"297",2021-01-09,"23:00:00","Slope",0,2021-01-09 23:00:00,NA,NA
"298",2021-01-09,"23:00:00","Flat",0,2021-01-09 23:00:00,NA,NA
"299",2021-01-09,"23:30:00","Slope",0,2021-01-09 23:30:00,NA,NA
"300",2021-01-09,"23:30:00","Flat",0,2021-01-09 23:30:00,NA,NA
"301",2021-01-09,"24:00:00","Slope",0,2021-01-10 00:00:00,NA,NA
"302",2021-01-09,"24:00:00","Flat",0,2021-01-10 00:00:00,NA,NA
"303",2021-01-10,"00:30:00","Slope",0,2021-01-10 00:30:00,NA,NA
"304",2021-01-10,"00:30:00","Flat",0,2021-01-10 00:30:00,NA,NA
"305",2021-01-10,"01:00:00","Slope",0,2021-01-10 01:00:00,NA,NA
"306",2021-01-10,"01:00:00","Flat",0,2021-01-10 01:00:00,NA,NA
"307",2021-01-10,"01:30:00","Slope",0,2021-01-10 01:30:00,NA,NA
"308",2021-01-10,"01:30:00","Flat",0,2021-01-10 01:30:00,NA,NA
"309",2021-01-10,"02:00:00","Slope",0,2021-01-10 02:00:00,NA,NA
"310",2021-01-10,"02:00:00","Flat",0,2021-01-10 02:00:00,NA,NA
"311",2021-01-10,"02:30:00","Slope",0,2021-01-10 02:30:00,NA,NA
"312",2021-01-10,"02:30:00","Flat",0,2021-01-10 02:30:00,NA,NA
"313",2021-01-10,"03:00:00","Slope",0,2021-01-10 03:00:00,NA,NA
"314",2021-01-10,"03:00:00","Flat",0,2021-01-10 03:00:00,NA,NA
"315",2021-01-10,"03:30:00","Slope",0,2021-01-10 03:30:00,NA,NA
"316",2021-01-10,"03:30:00","Flat",0,2021-01-10 03:30:00,NA,NA
