"","Date","Time","Origin","Temperature","Date_Time","X","Treatment"
"6945",2021-01-31,"23:00:00","Experiment",27.173,2021-01-31 23:00:00,3287,"Variable"
"6946",2021-01-31,"23:00:00","Experiment",27.173,2021-01-31 23:00:00,3289,"Stable"
"6947",2021-01-31,"23:00:00","Experiment",27.272,2021-01-31 23:00:00,3288,"Variable"
"6948",2021-01-31,"23:00:00","Experiment",27.272,2021-01-31 23:00:00,3290,"Stable"
"6949",2021-01-31,"23:00:00","Slope",27.173,2021-01-31 23:00:00,NA,NA
"6950",2021-01-31,"23:00:00","Flat",26.195,2021-01-31 23:00:00,NA,NA
"6951",2021-01-31,"23:00:00","Flat",26.585,2021-01-31 23:00:00,NA,NA
"6952",2021-01-31,"23:15:00","Experiment",27.173,2021-01-31 23:15:00,3291,"Variable"
"6953",2021-01-31,"23:15:00","Experiment",27.173,2021-01-31 23:15:00,3293,"Stable"
"6954",2021-01-31,"23:15:00","Experiment",27.272,2021-01-31 23:15:00,3292,"Variable"
"6955",2021-01-31,"23:15:00","Experiment",27.272,2021-01-31 23:15:00,3294,"Stable"
"6956",2021-01-31,"23:30:00","Experiment",27.075,2021-01-31 23:30:00,3296,"Stable"
"6957",2021-01-31,"23:30:00","Experiment",27.173,2021-01-31 23:30:00,3295,"Variable"
"6958",2021-01-31,"23:30:00","Experiment",27.272,2021-01-31 23:30:00,3297,"Stable"
"6959",2021-01-31,"23:30:00","Slope",26.977,2021-01-31 23:30:00,NA,NA
"6960",2021-01-31,"23:30:00","Flat",26.097,2021-01-31 23:30:00,NA,NA
"6961",2021-01-31,"23:30:00","Flat",26.488,2021-01-31 23:30:00,NA,NA
"6962",2021-01-31,"23:45:00","Experiment",27.075,2021-01-31 23:45:00,3299,"Stable"
"6963",2021-01-31,"23:45:00","Experiment",27.173,2021-01-31 23:45:00,3298,"Variable"
"6964",2021-01-31,"23:45:00","Experiment",27.272,2021-01-31 23:45:00,3300,"Stable"
"6965",2021-01-31,"3:00:00","Experiment",26.195,2021-01-31 03:00:00,3038,"Stable"
"6966",2021-01-31,"3:00:00","Experiment",26.39,2021-01-31 03:00:00,3039,"Stable"
"6967",2021-01-31,"3:00:00","Experiment",26.39,2021-01-31 03:00:00,3301,"Variable"
"6968",2021-01-31,"3:00:00","Experiment",26.488,2021-01-31 03:00:00,3302,"Variable"
"6969",2021-01-31,"3:15:00","Experiment",26.195,2021-01-31 03:15:00,3040,"Stable"
"6970",2021-01-31,"3:15:00","Experiment",26.39,2021-01-31 03:15:00,3041,"Stable"
"6971",2021-01-31,"3:15:00","Experiment",26.39,2021-01-31 03:15:00,3303,"Variable"
"6972",2021-01-31,"3:15:00","Experiment",26.488,2021-01-31 03:15:00,3304,"Variable"
"6973",2021-01-31,"3:30:00","Experiment",26.195,2021-01-31 03:30:00,3042,"Stable"
"6974",2021-01-31,"3:30:00","Experiment",26.39,2021-01-31 03:30:00,3043,"Stable"
"6975",2021-01-31,"3:30:00","Experiment",26.39,2021-01-31 03:30:00,3305,"Variable"
"6976",2021-01-31,"3:30:00","Experiment",26.488,2021-01-31 03:30:00,3306,"Variable"
"6977",2021-01-31,"3:45:00","Experiment",26.195,2021-01-31 03:45:00,3044,"Stable"
"6978",2021-01-31,"3:45:00","Experiment",26.39,2021-01-31 03:45:00,3045,"Stable"
"6979",2021-01-31,"3:45:00","Experiment",26.39,2021-01-31 03:45:00,3307,"Variable"
"6980",2021-01-31,"4:00:00","Experiment",26.195,2021-01-31 04:00:00,3046,"Stable"
"6981",2021-01-31,"4:00:00","Experiment",26.39,2021-01-31 04:00:00,3047,"Stable"
"6982",2021-01-31,"4:00:00","Experiment",26.39,2021-01-31 04:00:00,3308,"Variable"
"6983",2021-01-31,"4:15:00","Experiment",26.195,2021-01-31 04:15:00,3048,"Stable"
"6984",2021-01-31,"4:15:00","Experiment",26.39,2021-01-31 04:15:00,3049,"Stable"
"6985",2021-01-31,"4:15:00","Experiment",26.39,2021-01-31 04:15:00,3309,"Variable"
"6986",2021-01-31,"4:30:00","Experiment",26.195,2021-01-31 04:30:00,3050,"Stable"
"6987",2021-01-31,"4:30:00","Experiment",26.39,2021-01-31 04:30:00,3051,"Stable"
"6988",2021-01-31,"4:30:00","Experiment",26.39,2021-01-31 04:30:00,3310,"Variable"
"6989",2021-01-31,"4:45:00","Experiment",26.195,2021-01-31 04:45:00,3052,"Stable"
"6990",2021-01-31,"4:45:00","Experiment",26.292,2021-01-31 04:45:00,3311,"Variable"
"6991",2021-01-31,"4:45:00","Experiment",26.39,2021-01-31 04:45:00,3053,"Stable"
"6992",2021-01-31,"4:45:00","Experiment",26.39,2021-01-31 04:45:00,3312,"Variable"
"6993",2021-01-31,"5:00:00","Experiment",26.195,2021-01-31 05:00:00,3054,"Stable"
"6994",2021-01-31,"5:00:00","Experiment",26.39,2021-01-31 05:00:00,3055,"Stable"
"6995",2021-01-31,"5:00:00","Experiment",26.39,2021-01-31 05:00:00,3313,"Variable"
"6996",2021-01-31,"5:15:00","Experiment",26.195,2021-01-31 05:15:00,3056,"Stable"
"6997",2021-01-31,"5:15:00","Experiment",26.292,2021-01-31 05:15:00,3314,"Variable"
"6998",2021-01-31,"5:15:00","Experiment",26.39,2021-01-31 05:15:00,3057,"Stable"
"6999",2021-01-31,"5:15:00","Experiment",26.39,2021-01-31 05:15:00,3315,"Variable"
"7000",2021-01-31,"5:30:00","Experiment",26.195,2021-01-31 05:30:00,3058,"Stable"
"7001",2021-01-31,"5:30:00","Experiment",26.292,2021-01-31 05:30:00,3316,"Variable"
"7002",2021-01-31,"5:30:00","Experiment",26.39,2021-01-31 05:30:00,3059,"Stable"
"7003",2021-01-31,"5:30:00","Experiment",26.39,2021-01-31 05:30:00,3317,"Variable"
"7004",2021-01-31,"5:45:00","Experiment",26.195,2021-01-31 05:45:00,3060,"Stable"
"7005",2021-01-31,"5:45:00","Experiment",26.292,2021-01-31 05:45:00,3061,"Stable"
"7006",2021-01-31,"5:45:00","Experiment",26.292,2021-01-31 05:45:00,3318,"Variable"
"7007",2021-01-31,"6:00:00","Experiment",26.097,2021-01-31 06:00:00,3062,"Stable"
"7008",2021-01-31,"6:00:00","Experiment",26.292,2021-01-31 06:00:00,3063,"Stable"
"7009",2021-01-31,"6:00:00","Experiment",26.292,2021-01-31 06:00:00,3319,"Variable"
"7010",2021-01-31,"6:15:00","Experiment",26.195,2021-01-31 06:15:00,3064,"Stable"
"7011",2021-01-31,"6:15:00","Experiment",26.292,2021-01-31 06:15:00,3320,"Variable"
"7012",2021-01-31,"6:15:00","Experiment",26.39,2021-01-31 06:15:00,3065,"Stable"
"7013",2021-01-31,"6:15:00","Experiment",26.39,2021-01-31 06:15:00,3321,"Variable"
"7014",2021-01-31,"6:30:00","Experiment",26.39,2021-01-31 06:30:00,3066,"Stable"
"7015",2021-01-31,"6:30:00","Experiment",26.488,2021-01-31 06:30:00,3067,"Stable"
"7016",2021-01-31,"6:30:00","Experiment",26.585,2021-01-31 06:30:00,3322,"Variable"
"7017",2021-01-31,"6:45:00","Experiment",26.488,2021-01-31 06:45:00,3068,"Stable"
"7018",2021-01-31,"6:45:00","Experiment",26.781,2021-01-31 06:45:00,3069,"Stable"
"7019",2021-01-31,"6:45:00","Experiment",26.781,2021-01-31 06:45:00,3323,"Variable"
"7020",2021-01-31,"6:45:00","Experiment",26.879,2021-01-31 06:45:00,3324,"Variable"
"7021",2021-01-31,"7:00:00","Experiment",26.488,2021-01-31 07:00:00,3070,"Stable"
"7022",2021-01-31,"7:00:00","Experiment",26.781,2021-01-31 07:00:00,3071,"Stable"
"7023",2021-01-31,"7:00:00","Experiment",26.781,2021-01-31 07:00:00,3325,"Variable"
"7024",2021-01-31,"7:00:00","Experiment",26.879,2021-01-31 07:00:00,3326,"Variable"
"7025",2021-01-31,"7:15:00","Experiment",26.585,2021-01-31 07:15:00,3072,"Stable"
"7026",2021-01-31,"7:15:00","Experiment",26.879,2021-01-31 07:15:00,3073,"Stable"
"7027",2021-01-31,"7:15:00","Experiment",26.879,2021-01-31 07:15:00,3327,"Variable"
"7028",2021-01-31,"7:15:00","Experiment",26.977,2021-01-31 07:15:00,3328,"Variable"
"7029",2021-01-31,"7:30:00","Experiment",26.585,2021-01-31 07:30:00,3074,"Stable"
"7030",2021-01-31,"7:30:00","Experiment",26.879,2021-01-31 07:30:00,3329,"Variable"
"7031",2021-01-31,"7:30:00","Experiment",26.977,2021-01-31 07:30:00,3075,"Stable"
"7032",2021-01-31,"7:30:00","Experiment",26.977,2021-01-31 07:30:00,3330,"Variable"
"7033",2021-01-31,"7:45:00","Experiment",26.585,2021-01-31 07:45:00,3076,"Stable"
"7034",2021-01-31,"7:45:00","Experiment",26.977,2021-01-31 07:45:00,3331,"Variable"
"7035",2021-01-31,"7:45:00","Experiment",27.075,2021-01-31 07:45:00,3077,"Stable"
"7036",2021-01-31,"7:45:00","Experiment",27.075,2021-01-31 07:45:00,3332,"Variable"
"7037",2021-01-31,"8:00:00","Experiment",26.683,2021-01-31 08:00:00,3078,"Stable"
"7038",2021-01-31,"8:00:00","Experiment",26.977,2021-01-31 08:00:00,3333,"Variable"
"7039",2021-01-31,"8:00:00","Experiment",27.075,2021-01-31 08:00:00,3334,"Variable"
"7040",2021-01-31,"8:00:00","Experiment",27.173,2021-01-31 08:00:00,3079,"Stable"
"7041",2021-01-31,"8:15:00","Experiment",26.683,2021-01-31 08:15:00,3080,"Stable"
"7042",2021-01-31,"8:15:00","Experiment",26.977,2021-01-31 08:15:00,3335,"Variable"
"7043",2021-01-31,"8:15:00","Experiment",27.173,2021-01-31 08:15:00,3336,"Variable"
"7044",2021-01-31,"8:15:00","Experiment",27.272,2021-01-31 08:15:00,3081,"Stable"
"7045",2021-01-31,"8:30:00","Experiment",26.781,2021-01-31 08:30:00,3082,"Stable"
"7046",2021-01-31,"8:30:00","Experiment",27.075,2021-01-31 08:30:00,3337,"Variable"
"7047",2021-01-31,"8:30:00","Experiment",27.37,2021-01-31 08:30:00,3083,"Stable"
"7048",2021-01-31,"8:30:00","Experiment",27.37,2021-01-31 08:30:00,3338,"Variable"
"7049",2021-01-31,"8:45:00","Experiment",26.781,2021-01-31 08:45:00,3084,"Stable"
"7050",2021-01-31,"8:45:00","Experiment",27.075,2021-01-31 08:45:00,3339,"Variable"
"7051",2021-01-31,"8:45:00","Experiment",27.37,2021-01-31 08:45:00,3340,"Variable"
"7052",2021-01-31,"8:45:00","Experiment",27.468,2021-01-31 08:45:00,3085,"Stable"
"7053",2021-01-31,"9:00:00","Experiment",26.781,2021-01-31 09:00:00,3086,"Stable"
"7054",2021-01-31,"9:00:00","Experiment",27.173,2021-01-31 09:00:00,3341,"Variable"
"7055",2021-01-31,"9:00:00","Experiment",27.468,2021-01-31 09:00:00,3087,"Stable"
"7056",2021-01-31,"9:00:00","Experiment",27.468,2021-01-31 09:00:00,3342,"Variable"
"7057",2021-01-31,"9:15:00","Experiment",26.488,2021-01-31 09:15:00,3088,"Stable"
"7058",2021-01-31,"9:15:00","Experiment",27.075,2021-01-31 09:15:00,3343,"Variable"
"7059",2021-01-31,"9:15:00","Experiment",27.173,2021-01-31 09:15:00,3089,"Stable"
"7060",2021-01-31,"9:15:00","Experiment",27.37,2021-01-31 09:15:00,3344,"Variable"
"7061",2021-01-31,"9:30:00","Experiment",26.585,2021-01-31 09:30:00,3090,"Stable"
"7062",2021-01-31,"9:30:00","Experiment",27.173,2021-01-31 09:30:00,3091,"Stable"
"7063",2021-01-31,"9:30:00","Experiment",27.173,2021-01-31 09:30:00,3345,"Variable"
"7064",2021-01-31,"9:30:00","Experiment",27.37,2021-01-31 09:30:00,3346,"Variable"
"7065",2021-01-31,"9:45:00","Experiment",26.585,2021-01-31 09:45:00,3092,"Stable"
"7066",2021-01-31,"9:45:00","Experiment",27.173,2021-01-31 09:45:00,3347,"Variable"
"7067",2021-01-31,"9:45:00","Experiment",27.272,2021-01-31 09:45:00,3093,"Stable"
"7068",2021-01-31,"9:45:00","Experiment",27.468,2021-01-31 09:45:00,3348,"Variable"
"7069",2021-02-01,"0:00:00","Experiment",27.075,2021-02-01 00:00:00,3356,"Stable"
"7070",2021-02-01,"0:00:00","Experiment",27.173,2021-02-01 00:00:00,3349,"Variable"
"7071",2021-02-01,"0:00:00","Experiment",27.272,2021-02-01 00:00:00,3357,"Stable"
"7072",2021-02-01,"0:15:00","Experiment",27.075,2021-02-01 00:15:00,3350,"Variable"
"7073",2021-02-01,"0:15:00","Experiment",27.075,2021-02-01 00:15:00,3358,"Stable"
"7074",2021-02-01,"0:15:00","Experiment",27.173,2021-02-01 00:15:00,3351,"Variable"
"7075",2021-02-01,"0:15:00","Experiment",27.272,2021-02-01 00:15:00,3359,"Stable"
"7076",2021-02-01,"0:30:00","Experiment",27.075,2021-02-01 00:30:00,3352,"Variable"
"7077",2021-02-01,"0:30:00","Experiment",27.075,2021-02-01 00:30:00,3360,"Stable"
"7078",2021-02-01,"0:30:00","Experiment",27.173,2021-02-01 00:30:00,3353,"Variable"
"7079",2021-02-01,"0:30:00","Experiment",27.173,2021-02-01 00:30:00,3361,"Stable"
"7080",2021-02-01,"0:45:00","Experiment",27.075,2021-02-01 00:45:00,3354,"Variable"
"7081",2021-02-01,"0:45:00","Experiment",27.075,2021-02-01 00:45:00,3362,"Stable"
"7082",2021-02-01,"0:45:00","Experiment",27.173,2021-02-01 00:45:00,3355,"Variable"
"7083",2021-02-01,"0:45:00","Experiment",27.173,2021-02-01 00:45:00,3363,"Stable"
"7084",2021-02-01,"00:00:00","Slope",26.879,2021-02-01 00:00:00,NA,NA
"7085",2021-02-01,"00:00:00","Flat",26.097,2021-02-01 00:00:00,NA,NA
"7086",2021-02-01,"00:00:00","Flat",26.488,2021-02-01 00:00:00,NA,NA
"7087",2021-02-01,"00:30:00","Slope",26.683,2021-02-01 00:30:00,NA,NA
"7088",2021-02-01,"00:30:00","Flat",25.805,2021-02-01 00:30:00,NA,NA
"7089",2021-02-01,"00:30:00","Flat",26.195,2021-02-01 00:30:00,NA,NA
"7090",2021-02-01,"01:00:00","Slope",26.488,2021-02-01 01:00:00,NA,NA
"7091",2021-02-01,"01:00:00","Flat",25.416,2021-02-01 01:00:00,NA,NA
"7092",2021-02-01,"01:00:00","Flat",25.805,2021-02-01 01:00:00,NA,NA
"7093",2021-02-01,"01:30:00","Slope",26.292,2021-02-01 01:30:00,NA,NA
"7094",2021-02-01,"01:30:00","Slope",26.39,2021-02-01 01:30:00,NA,NA
"7095",2021-02-01,"01:30:00","Flat",25.416,2021-02-01 01:30:00,NA,NA
"7096",2021-02-01,"01:30:00","Flat",25.805,2021-02-01 01:30:00,NA,NA
"7097",2021-02-01,"02:00:00","Slope",26.39,2021-02-01 02:00:00,NA,NA
"7098",2021-02-01,"02:00:00","Flat",25.416,2021-02-01 02:00:00,NA,NA
"7099",2021-02-01,"02:00:00","Flat",25.805,2021-02-01 02:00:00,NA,NA
"7100",2021-02-01,"02:30:00","Slope",26.781,2021-02-01 02:30:00,NA,NA
"7101",2021-02-01,"02:30:00","Flat",25.319,2021-02-01 02:30:00,NA,NA
"7102",2021-02-01,"02:30:00","Flat",25.708,2021-02-01 02:30:00,NA,NA
"7103",2021-02-01,"03:00:00","Slope",26.292,2021-02-01 03:00:00,NA,NA
"7104",2021-02-01,"03:00:00","Flat",25.319,2021-02-01 03:00:00,NA,NA
"7105",2021-02-01,"03:00:00","Flat",25.708,2021-02-01 03:00:00,NA,NA
"7106",2021-02-01,"03:30:00","Slope",26.195,2021-02-01 03:30:00,NA,NA
"7107",2021-02-01,"03:30:00","Flat",25.222,2021-02-01 03:30:00,NA,NA
"7108",2021-02-01,"03:30:00","Flat",25.61,2021-02-01 03:30:00,NA,NA
"7109",2021-02-01,"04:00:00","Slope",26.488,2021-02-01 04:00:00,NA,NA
"7110",2021-02-01,"04:00:00","Flat",25.125,2021-02-01 04:00:00,NA,NA
"7111",2021-02-01,"04:00:00","Flat",25.513,2021-02-01 04:00:00,NA,NA
"7112",2021-02-01,"04:30:00","Slope",26.683,2021-02-01 04:30:00,NA,NA
"7113",2021-02-01,"04:30:00","Flat",24.931,2021-02-01 04:30:00,NA,NA
"7114",2021-02-01,"04:30:00","Flat",25.319,2021-02-01 04:30:00,NA,NA
"7115",2021-02-01,"05:00:00","Slope",26.683,2021-02-01 05:00:00,NA,NA
"7116",2021-02-01,"05:00:00","Slope",26.781,2021-02-01 05:00:00,NA,NA
"7117",2021-02-01,"05:00:00","Flat",24.835,2021-02-01 05:00:00,NA,NA
"7118",2021-02-01,"05:00:00","Flat",25.222,2021-02-01 05:00:00,NA,NA
"7119",2021-02-01,"05:30:00","Slope",26.781,2021-02-01 05:30:00,NA,NA
"7120",2021-02-01,"05:30:00","Slope",26.879,2021-02-01 05:30:00,NA,NA
"7121",2021-02-01,"05:30:00","Flat",24.738,2021-02-01 05:30:00,NA,NA
"7122",2021-02-01,"05:30:00","Flat",25.125,2021-02-01 05:30:00,NA,NA
"7123",2021-02-01,"06:00:00","Slope",26.683,2021-02-01 06:00:00,NA,NA
"7124",2021-02-01,"06:00:00","Flat",24.545,2021-02-01 06:00:00,NA,NA
"7125",2021-02-01,"06:00:00","Flat",24.931,2021-02-01 06:00:00,NA,NA
"7126",2021-02-01,"06:30:00","Slope",26.781,2021-02-01 06:30:00,NA,NA
"7127",2021-02-01,"06:30:00","Flat",24.448,2021-02-01 06:30:00,NA,NA
"7128",2021-02-01,"06:30:00","Flat",24.835,2021-02-01 06:30:00,NA,NA
"7129",2021-02-01,"07:00:00","Slope",26.781,2021-02-01 07:00:00,NA,NA
"7130",2021-02-01,"07:00:00","Slope",26.879,2021-02-01 07:00:00,NA,NA
"7131",2021-02-01,"07:00:00","Flat",24.351,2021-02-01 07:00:00,NA,NA
"7132",2021-02-01,"07:00:00","Flat",24.738,2021-02-01 07:00:00,NA,NA
"7133",2021-02-01,"07:30:00","Slope",26.879,2021-02-01 07:30:00,NA,NA
"7134",2021-02-01,"07:30:00","Slope",26.977,2021-02-01 07:30:00,NA,NA
"7135",2021-02-01,"07:30:00","Flat",24.255,2021-02-01 07:30:00,NA,NA
"7136",2021-02-01,"07:30:00","Flat",24.641,2021-02-01 07:30:00,NA,NA
"7137",2021-02-01,"08:00:00","Slope",26.879,2021-02-01 08:00:00,NA,NA
"7138",2021-02-01,"08:00:00","Slope",26.977,2021-02-01 08:00:00,NA,NA
"7139",2021-02-01,"08:00:00","Flat",24.351,2021-02-01 08:00:00,NA,NA
"7140",2021-02-01,"08:00:00","Flat",24.641,2021-02-01 08:00:00,NA,NA
"7141",2021-02-01,"08:30:00","Slope",26.977,2021-02-01 08:30:00,NA,NA
"7142",2021-02-01,"08:30:00","Flat",24.738,2021-02-01 08:30:00,NA,NA
"7143",2021-02-01,"08:30:00","Flat",25.125,2021-02-01 08:30:00,NA,NA
"7144",2021-02-01,"09:00:00","Slope",26.977,2021-02-01 09:00:00,NA,NA
"7145",2021-02-01,"09:00:00","Flat",26.097,2021-02-01 09:00:00,NA,NA
"7146",2021-02-01,"09:00:00","Flat",26.488,2021-02-01 09:00:00,NA,NA
"7147",2021-02-01,"09:30:00","Slope",26.977,2021-02-01 09:30:00,NA,NA
"7148",2021-02-01,"09:30:00","Flat",26.488,2021-02-01 09:30:00,NA,NA
"7149",2021-02-01,"09:30:00","Flat",26.879,2021-02-01 09:30:00,NA,NA
"7150",2021-02-01,"1:00:00","Experiment",26.977,2021-02-01 01:00:00,3364,"Stable"
"7151",2021-02-01,"1:00:00","Experiment",27.075,2021-02-01 01:00:00,3434,"Variable"
"7152",2021-02-01,"1:00:00","Experiment",27.173,2021-02-01 01:00:00,3365,"Stable"
"7153",2021-02-01,"1:15:00","Experiment",26.977,2021-02-01 01:15:00,3366,"Stable"
"7154",2021-02-01,"1:15:00","Experiment",27.075,2021-02-01 01:15:00,3435,"Variable"
"7155",2021-02-01,"1:15:00","Experiment",27.173,2021-02-01 01:15:00,3367,"Stable"
"7156",2021-02-01,"1:30:00","Experiment",26.977,2021-02-01 01:30:00,3368,"Stable"
"7157",2021-02-01,"1:30:00","Experiment",27.075,2021-02-01 01:30:00,3436,"Variable"
"7158",2021-02-01,"1:30:00","Experiment",27.173,2021-02-01 01:30:00,3369,"Stable"
"7159",2021-02-01,"1:45:00","Experiment",26.977,2021-02-01 01:45:00,3370,"Stable"
"7160",2021-02-01,"1:45:00","Experiment",26.977,2021-02-01 01:45:00,3437,"Variable"
"7161",2021-02-01,"1:45:00","Experiment",27.075,2021-02-01 01:45:00,3371,"Stable"
"7162",2021-02-01,"1:45:00","Experiment",27.075,2021-02-01 01:45:00,3438,"Variable"
"7163",2021-02-01,"10:00:00","Experiment",26.488,2021-02-01 10:00:00,3441,"Stable"
"7164",2021-02-01,"10:00:00","Experiment",27.173,2021-02-01 10:00:00,3439,"Variable"
"7165",2021-02-01,"10:00:00","Experiment",27.272,2021-02-01 10:00:00,3442,"Stable"
"7166",2021-02-01,"10:00:00","Experiment",27.468,2021-02-01 10:00:00,3440,"Variable"
"7167",2021-02-01,"10:00:00","Slope",26.977,2021-02-01 10:00:00,NA,NA
"7168",2021-02-01,"10:00:00","Flat",26.683,2021-02-01 10:00:00,NA,NA
"7169",2021-02-01,"10:00:00","Flat",27.075,2021-02-01 10:00:00,NA,NA
"7170",2021-02-01,"10:15:00","Experiment",26.488,2021-02-01 10:15:00,3445,"Stable"
"7171",2021-02-01,"10:15:00","Experiment",27.173,2021-02-01 10:15:00,3443,"Variable"
"7172",2021-02-01,"10:15:00","Experiment",27.173,2021-02-01 10:15:00,3446,"Stable"
"7173",2021-02-01,"10:15:00","Experiment",27.468,2021-02-01 10:15:00,3444,"Variable"
"7174",2021-02-01,"10:30:00","Experiment",26.585,2021-02-01 10:30:00,3449,"Stable"
"7175",2021-02-01,"10:30:00","Experiment",27.173,2021-02-01 10:30:00,3450,"Stable"
"7176",2021-02-01,"10:30:00","Experiment",27.272,2021-02-01 10:30:00,3447,"Variable"
"7177",2021-02-01,"10:30:00","Experiment",27.37,2021-02-01 10:30:00,3448,"Variable"
"7178",2021-02-01,"10:30:00","Slope",26.977,2021-02-01 10:30:00,NA,NA
"7179",2021-02-01,"10:30:00","Flat",26.879,2021-02-01 10:30:00,NA,NA
"7180",2021-02-01,"10:30:00","Flat",27.173,2021-02-01 10:30:00,NA,NA
"7181",2021-02-01,"10:45:00","Experiment",26.683,2021-02-01 10:45:00,3453,"Stable"
"7182",2021-02-01,"10:45:00","Experiment",27.173,2021-02-01 10:45:00,3454,"Stable"
"7183",2021-02-01,"10:45:00","Experiment",27.272,2021-02-01 10:45:00,3451,"Variable"
"7184",2021-02-01,"10:45:00","Experiment",27.37,2021-02-01 10:45:00,3452,"Variable"
"7185",2021-02-01,"11:00:00","Experiment",26.781,2021-02-01 11:00:00,3457,"Stable"
"7186",2021-02-01,"11:00:00","Experiment",27.173,2021-02-01 11:00:00,3458,"Stable"
"7187",2021-02-01,"11:00:00","Experiment",27.272,2021-02-01 11:00:00,3455,"Variable"
"7188",2021-02-01,"11:00:00","Experiment",27.37,2021-02-01 11:00:00,3456,"Variable"
"7189",2021-02-01,"11:00:00","Slope",26.977,2021-02-01 11:00:00,NA,NA
"7190",2021-02-01,"11:00:00","Flat",26.879,2021-02-01 11:00:00,NA,NA
"7191",2021-02-01,"11:00:00","Flat",27.272,2021-02-01 11:00:00,NA,NA
"7192",2021-02-01,"11:15:00","Experiment",26.683,2021-02-01 11:15:00,3461,"Stable"
"7193",2021-02-01,"11:15:00","Experiment",27.173,2021-02-01 11:15:00,3459,"Variable"
"7194",2021-02-01,"11:15:00","Experiment",27.173,2021-02-01 11:15:00,3462,"Stable"
"7195",2021-02-01,"11:15:00","Experiment",27.37,2021-02-01 11:15:00,3460,"Variable"
"7196",2021-02-01,"11:30:00","Experiment",26.781,2021-02-01 11:30:00,3465,"Stable"
"7197",2021-02-01,"11:30:00","Experiment",27.173,2021-02-01 11:30:00,3463,"Variable"
"7198",2021-02-01,"11:30:00","Experiment",27.173,2021-02-01 11:30:00,3466,"Stable"
"7199",2021-02-01,"11:30:00","Experiment",27.37,2021-02-01 11:30:00,3464,"Variable"
"7200",2021-02-01,"11:30:00","Slope",26.977,2021-02-01 11:30:00,NA,NA
"7201",2021-02-01,"11:30:00","Slope",27.075,2021-02-01 11:30:00,NA,NA
"7202",2021-02-01,"11:30:00","Flat",26.977,2021-02-01 11:30:00,NA,NA
"7203",2021-02-01,"11:30:00","Flat",27.37,2021-02-01 11:30:00,NA,NA
"7204",2021-02-01,"11:45:00","Experiment",26.781,2021-02-01 11:45:00,3469,"Stable"
"7205",2021-02-01,"11:45:00","Experiment",27.173,2021-02-01 11:45:00,3467,"Variable"
"7206",2021-02-01,"11:45:00","Experiment",27.173,2021-02-01 11:45:00,3470,"Stable"
"7207",2021-02-01,"11:45:00","Experiment",27.272,2021-02-01 11:45:00,3468,"Variable"
"7208",2021-02-01,"12:00:00","Experiment",26.781,2021-02-01 12:00:00,3473,"Stable"
"7209",2021-02-01,"12:00:00","Experiment",27.173,2021-02-01 12:00:00,3471,"Variable"
"7210",2021-02-01,"12:00:00","Experiment",27.173,2021-02-01 12:00:00,3474,"Stable"
"7211",2021-02-01,"12:00:00","Experiment",27.272,2021-02-01 12:00:00,3472,"Variable"
"7212",2021-02-01,"12:00:00","Slope",27.075,2021-02-01 12:00:00,NA,NA
"7213",2021-02-01,"12:00:00","Flat",27.075,2021-02-01 12:00:00,NA,NA
"7214",2021-02-01,"12:00:00","Flat",27.37,2021-02-01 12:00:00,NA,NA
"7215",2021-02-01,"12:15:00","Experiment",26.879,2021-02-01 12:15:00,3476,"Stable"
"7216",2021-02-01,"12:15:00","Experiment",27.173,2021-02-01 12:15:00,3477,"Stable"
"7217",2021-02-01,"12:15:00","Experiment",27.272,2021-02-01 12:15:00,3475,"Variable"
"7218",2021-02-01,"12:30:00","Experiment",26.879,2021-02-01 12:30:00,3479,"Stable"
"7219",2021-02-01,"12:30:00","Experiment",27.272,2021-02-01 12:30:00,3478,"Variable"
"7220",2021-02-01,"12:30:00","Experiment",27.272,2021-02-01 12:30:00,3480,"Stable"
"7221",2021-02-01,"12:30:00","Slope",27.075,2021-02-01 12:30:00,NA,NA
"7222",2021-02-01,"12:30:00","Slope",27.173,2021-02-01 12:30:00,NA,NA
"7223",2021-02-01,"12:30:00","Flat",26.781,2021-02-01 12:30:00,NA,NA
"7224",2021-02-01,"12:30:00","Flat",27.173,2021-02-01 12:30:00,NA,NA
"7225",2021-02-01,"12:45:00","Experiment",26.879,2021-02-01 12:45:00,3482,"Stable"
"7226",2021-02-01,"12:45:00","Experiment",27.272,2021-02-01 12:45:00,3481,"Variable"
"7227",2021-02-01,"12:45:00","Experiment",27.272,2021-02-01 12:45:00,3483,"Stable"
"7228",2021-02-01,"13:00:00","Experiment",26.977,2021-02-01 13:00:00,3486,"Stable"
"7229",2021-02-01,"13:00:00","Experiment",27.272,2021-02-01 13:00:00,3484,"Variable"
"7230",2021-02-01,"13:00:00","Experiment",27.37,2021-02-01 13:00:00,3485,"Variable"
"7231",2021-02-01,"13:00:00","Experiment",27.37,2021-02-01 13:00:00,3487,"Stable"
"7232",2021-02-01,"13:00:00","Slope",27.173,2021-02-01 13:00:00,NA,NA
"7233",2021-02-01,"13:00:00","Slope",27.272,2021-02-01 13:00:00,NA,NA
"7234",2021-02-01,"13:00:00","Flat",26,2021-02-01 13:00:00,NA,NA
"7235",2021-02-01,"13:00:00","Flat",26.39,2021-02-01 13:00:00,NA,NA
"7236",2021-02-01,"13:15:00","Experiment",26.879,2021-02-01 13:15:00,3489,"Stable"
