"","flag","S","T","Patm","P","pH","CO2","fCO2","pCO2","fCO2pot","pCO2pot","fCO2insitu","pCO2insitu","HCO3","CO3","DIC","ALK","OmegaAragonite","OmegaCalcite"
"23",8,35,26.98925,1,0,8.135,8.02523044453365e-06,296.939781573894,297.867545048903,296.939781573894,297.867545048903,296.939781573894,297.867546048755,0.00161707047340461,0.00025665082661299,0.00188174653046213,0.002250899,4.11258260916653,6.20096940062843
"24",8,35,26.98925,1,0,8.141,7.88905650723909e-06,291.901239755591,292.813255390811,291.901239755591,292.813255390811,291.901239755591,292.813256357018,0.00161174563256234,0.000259364314580593,0.00187899900365017,0.002252263,4.15606364358602,6.26653028768318
"25",8,35,27.93625,1,0,7.829,1.86881653366835e-05,707.433785318836,709.620000759721,707.433785318836,709.620000759721,707.433785318836,709.620006324705,0.00189422573825038,0.000153806478278476,0.00206672038186554,0.002271702,2.47665011510804,3.72292954536461
"26",8,35,27.93625,1,0,7.845,1.79469507746816e-05,679.375374346778,681.474810988159,679.375374346778,681.474810988159,679.375374346778,681.474816120434,0.00188736430570859,0.000159000552016531,0.00206431180849981,0.002277463,2.56028705592624,3.84865357725613
"27",8,35,27.93625,1,0,7.829,1.86965425258167e-05,707.75090080407,709.938097049224,707.75090080407,709.938097049224,707.75090080407,709.938102619198,0.00189507484713745,0.000153875423834942,0.00206764681349821,0.002272689,2.47776030254792,3.72459839216521
"28",8,35,27.79185714,1,0,8.116,8.34453277617015e-06,314.790796398616,315.764859511948,314.790796398616,315.764859511948,314.790796398616,315.764860617066,0.00163349776213046,0.00025549897920338,0.00189734127411001,0.00226346,4.11103258985773,6.18265593133972
"29",8,35,27.79185714,1,0,8.113,8.41149912792937e-06,317.317048229323,318.298931260606,317.317048229323,318.298931260606,317.317048229323,318.298932383534,0.00163527170868614,0.000254015693417485,0.00189769890123156,0.002261644,4.08716620798451,6.14676284992457
"30",8,35,27.79185714,1,0,8.113,8.42344545665858e-06,317.767713884978,318.750991939758,317.767713884978,318.750991939758,317.767713884978,318.750993065878,0.0016375941833243,0.000254376456098404,0.00190039408487937,0.002264688,4.09297095578854,6.15549271466198
"31",8,35,27.4435,1,0,8.097,8.80283608480676e-06,329.312856711945,330.336168570565,329.312856711945,330.336168570565,329.312856711945,330.336169788776,0.00163890758198378,0.00024229090627676,0.00189000132434535,0.002237536,3.89147969128799,5.85906242605638
"32",8,35,27.4435,1,0,8.097,8.80113230157141e-06,329.249118421348,330.272232142756,329.249118421348,330.272232142756,329.249118421348,330.272233360496,0.00163859037248044,0.000242244011028432,0.00188963551581044,0.002237125,3.89072649790862,5.85792840831026
"33",8,35,27.4435,1,0,8.103,8.64635892240626e-06,323.459068130192,324.464182990889,323.459068130192,324.464182990889,323.459068130192,324.464184166175,0.00163216894021404,0.000244651430284279,0.00188546672942072,0.002236734,3.92939251012719,5.91614445909999
"34",8,35,27.2715,1,0,8.116,8.3687187960838e-06,311.775384443943,312.746196610955,311.775384443943,312.746196610955,311.775384443943,312.746197706773,0.0016225897495758,0.00024904543658504,0.00188000390495692,0.0022381,3.99643922056785,6.02041684577734
"35",8,35,27.2715,1,0,8.138,7.83795798284037e-06,292.001968628587,292.911189050312,292.001968628587,292.911189050312,292.001968628587,292.911190011536,0.00159864739399441,0.000258120527681461,0.00186460587965871,0.0022369,4.1420674661012,6.23979782325293
"36",8,35,27.2715,1,0,8.131,7.98130310424706e-06,297.34226998459,298.268124505697,297.34226998459,298.268124505697,297.34226998459,298.268125502403,0.00160185631345042,0.000254503299725139,0.0018643409162798,0.0022314,4.0840217059676,6.15235506412482
"37",8,35,27.6062,1,0,8.056,1.00024724335946e-05,375.658904500507,376.824003635577,375.658904500507,376.824003635577,375.658904500507,376.824005215476,0.00169958233904025,0.000229979469752848,0.0019395642812267,0.002265969,3.69684757811523,5.5631009847782
"38",8,35,27.6062,1,0,8.053,1.00630035083296e-05,377.932246154197,379.104399117657,377.932246154197,379.104399117657,377.932246154197,379.104400716737,0.00169809690522298,0.000228196684004896,0.00193635659273621,0.002260343,3.66818985844271,5.51997619124452
"39",8,35,27.6062,1,0,8.054,1.00314776960432e-05,376.748243680247,377.916722862059,376.748243680247,377.916722862059,376.748243680247,377.916724451135,0.00169667928792702,0.000228531787757865,0.00193524255338093,0.002259787,3.67357654578011,5.52808220183819
"40",8,35,27.369875,1,0,8.169,7.22294074754057e-06,269.729829511966,270.568680124651,269.729829511966,270.568680124651,269.729829511966,270.568680943159,0.00158509345867078,0.000275852269142494,0.00186816866856081,0.002265801,4.42883932861823,6.66969749486411
"41",8,35,27.369875,1,0,8.162,7.34864960752915e-06,274.424237310398,275.277692032238,274.424237310398,275.277692032238,274.424237310398,275.277692879485,0.00158689562105175,0.000271750310373763,0.00186599458103304,0.002257867,4.3629819174184,6.57051823413557
"42",8,35,27.369875,1,0,8.054,1.01076074650987e-05,377.453357797968,378.62737200856,377.453357797968,378.62737200856,377.453357797968,378.627373611432,0.00170211613680814,0.000227305987705691,0.00193952973197893,0.002262133,3.64942329860392,5.49592062983945
"43",8,35,27.25533333,1,0,7.807,1.98315990710006e-05,738.534499089904,740.835752557984,738.534499089904,740.835752557984,738.534499089904,740.83575870936,0.00188702361910368,0.000142099355688783,0.00204895457386347,0.00223688,2.28008412500556,3.43499987421366
"44",8,35,27.25533333,1,0,7.863,1.70533084372336e-05,635.070150391182,637.048773921846,635.070150391182,637.048773921846,635.070150391182,637.048778470331,0.00184598534663264,0.000158140468812836,0.00202117912388271,0.002235593,2.53747506956183,3.8227653309695
"45",8,35,27.25533333,1,0,8.098,8.7846501556881e-06,327.142918691721,328.161799939674,327.142918691721,328.161799939674,327.142918691721,328.161801146588,0.00163359378638218,0.00024041349691884,0.00188279193345671,0.002228128,3.85760368232965,5.81156985316767
"46",8,35,26.91575,1,0,7.817,1.95498278346036e-05,722.066585017755,724.325744527841,722.066585017755,724.325744527841,722.066585017755,724.325750449541,0.00189155499966595,0.000143969788238726,0.00205507461573928,0.002245856,2.30612258740164,3.47799429853475
"47",8,35,26.91575,1,0,8.111,8.56301408128556e-06,316.272162979801,317.261230751365,316.272162979801,317.261230751365,316.272162979801,317.261231887383,0.00163043201533004,0.000244205300947999,0.00188320033035932,0.0022342,3.91170513875849,5.89946442763913
"48",8,35,26.91575,1,0,8.101,8.8047338719194e-06,325.200005476974,326.217003547186,325.200005476974,326.217003547186,325.200005476974,326.217004748247,0.00163829561979502,0.000239797506273356,0.00188689785994029,0.002231229,3.84110063913271,5.79298177641718
"49",8,35,27.5274,1,0,8.186,6.92817391481741e-06,259.706183720365,260.512315809386,259.706183720365,260.512315809386,259.706183720365,260.512316565711,0.00158570750164405,0.000288621217714672,0.00188125689327354,0.00229624,4.63760476746006,6.98055017533261
"50",8,35,27.5274,1,0,8.22,6.24927833588524e-06,234.257431694666,234.984548919135,234.257431694666,234.984548919135,234.257431694666,234.984549534495,0.00154680001565709,0.000304466378651425,0.0018575156726444,0.002296807,4.89220695673536,7.36377889923249
"51",8,35,27.5274,1,0,8.226,6.14305448009826e-06,230.275575502012,230.990330035586,230.275575502012,230.990330035586,230.275575502012,230.990330630203,0.00154166022112775,0.000307676155672443,0.00185547943128029,0.00229949,4.94378208808926,7.4414100925462
"52",8,35,27.272,1,0,8.156,7.63597984146656e-06,284.480742067468,285.366530186245,284.480742067468,285.366530186245,284.480742067468,285.366531098579,0.00162337386860162,0.000273209816809899,0.00190421966525298,0.002295655,4.38421691951044,6.60457212794982
"53",8,35,27.272,1,0,8.164,7.45863759935399e-06,277.873803117455,278.739012553464,277.873803117455,278.739012553464,277.873803117455,278.739013423912,0.00161515156961904,0.000276879647276326,0.00189948985449472,0.002296509,4.44310694407291,6.69328658300077
"54",8,35,27.272,1,0,8.204,6.61465432862043e-06,246.430950708786,247.198229185394,246.430950708786,247.198229185394,246.430950708786,247.198229869993,0.00157058314063795,0.000295215176777146,0.00187241297174371,0.002297535,4.73733846036433,7.13652954003031
"55",8,35,27.3945,1,0,7.833,1.88595514447258e-05,704.700090989702,706.892140528634,704.700090989702,706.892140528634,704.700090989702,706.892146113108,0.0019101609214156,0.000153489964905641,0.00208251043776596,0.002286532,2.46461021844342,3.71133430618583
"56",8,35,27.3945,1,0,7.844,1.83161713120841e-05,684.396319182783,686.525161301053,684.396319182783,686.525161301053,684.396319182783,686.525166568347,0.00190271303525962,0.000156813455302706,0.00207784266187441,0.002287251,2.51797597690548,3.79169515540805
"57",8,35,27.3945,1,0,7.862,1.74219904617912e-05,650.984637658465,653.009472770785,650.984637658465,653.009472770785,650.984637658465,653.009477536316,0.00188641120877192,0.000162049016343391,0.00206588221557711,0.002283967,2.60204412590851,3.9182892119926
